Customer ID,Segment,ChurnRisk,Recency,Frequency,Monetary,ChurnProbability,Action
15694,High Value Customers,Low Risk,0,24,10811,1.10%, VIP Call Loyalty Reward
14422,High Value Customers,Low Risk,0,19,10272,1.10%, VIP Call Loyalty Reward
13599,High Value Customers,Low Risk,0,33,10168,1.10%, VIP Call Loyalty Reward
14085,High Value Customers,Low Risk,1,33,10105,1.10%, VIP Call Loyalty Reward
12839,High Value Customers,Low Risk,2,26,10072,1.10%, VIP Call Loyalty Reward
12766,High Value Customers,Low Risk,3,9,10068,24.60%, VIP Call Loyalty Reward
13985,High Value Customers,Low Risk,3,22,10021,24.60%, VIP Call Loyalty Reward
17049,High Value Customers,Low Risk,2,19,9947,1.10%, VIP Call Loyalty Reward
18109,High Value Customers,Low Risk,1,38,9894,1.10%, VIP Call Loyalty Reward
13267,High Value Customers,Low Risk,2,36,9758,1.10%, VIP Call Loyalty Reward
13069,High Value Customers,Low Risk,0,38,9683,1.10%, VIP Call Loyalty Reward
17315,High Value Customers,Low Risk,1,43,9651,1.10%, VIP Call Loyalty Reward
14135,High Value Customers,Low Risk,1,24,9644,1.10%, VIP Call Loyalty Reward
15298,High Value Customers,Low Risk,1,23,9459,1.10%, VIP Call Loyalty Reward
17757,High Value Customers,Low Risk,0,56,9422,1.20%, VIP Call Loyalty Reward
12747,High Value Customers,Low Risk,1,26,9277,1.10%, VIP Call Loyalty Reward
13756,High Value Customers,Low Risk,1,23,9208,1.10%, VIP Call Loyalty Reward
13269,High Value Customers,Low Risk,0,28,8892,1.10%, VIP Call Loyalty Reward
15984,High Value Customers,Low Risk,2,30,8759,1.10%, VIP Call Loyalty Reward
13263,High Value Customers,Low Risk,0,39,8705,1.10%, VIP Call Loyalty Reward
12720,High Value Customers,Low Risk,2,30,8261,1.10%, VIP Call Loyalty Reward
14056,High Value Customers,Low Risk,0,23,8215,1.10%, VIP Call Loyalty Reward
14395,High Value Customers,Low Risk,1,20,8208,1.10%, VIP Call Loyalty Reward
13426,High Value Customers,Low Risk,0,22,8167,1.10%, VIP Call Loyalty Reward
16672,High Value Customers,Low Risk,1,20,8135,1.10%, VIP Call Loyalty Reward
17593,High Value Customers,Low Risk,3,11,8096,21.20%, VIP Call Loyalty Reward
14291,High Value Customers,Low Risk,1,23,7904,1.10%, VIP Call Loyalty Reward
14282,High Value Customers,Low Risk,2,25,7850,1.10%, VIP Call Loyalty Reward
17091,High Value Customers,Low Risk,2,19,7811,1.10%, VIP Call Loyalty Reward
16592,High Value Customers,Low Risk,3,28,7808,27.30%, VIP Call Loyalty Reward
17238,High Value Customers,Low Risk,2,32,7783,1.10%, VIP Call Loyalty Reward
17730,High Value Customers,Low Risk,2,20,7774,1.10%, VIP Call Loyalty Reward
13534,High Value Customers,Low Risk,1,35,7721,1.10%, VIP Call Loyalty Reward
13709,High Value Customers,Low Risk,3,18,7592,21.20%, VIP Call Loyalty Reward
17602,High Value Customers,Low Risk,1,14,7451,1.10%, VIP Call Loyalty Reward
14113,High Value Customers,Low Risk,3,16,7093,21.20%, VIP Call Loyalty Reward
12662,High Value Customers,Low Risk,0,20,6988,1.10%, VIP Call Loyalty Reward
12749,High Value Customers,Low Risk,3,9,6897,21.20%, VIP Call Loyalty Reward
16401,High Value Customers,Low Risk,0,23,6849,1.10%, VIP Call Loyalty Reward
12417,High Value Customers,Low Risk,2,20,6817,1.10%, VIP Call Loyalty Reward
15750,High Value Customers,Low Risk,2,18,6797,1.10%, VIP Call Loyalty Reward
14401,High Value Customers,Low Risk,3,22,6796,21.20%, VIP Call Loyalty Reward
14702,High Value Customers,Low Risk,0,29,6754,1.10%, VIP Call Loyalty Reward
14562,High Value Customers,Low Risk,3,26,6729,27.30%, VIP Call Loyalty Reward
17001,High Value Customers,Low Risk,0,19,6641,1.10%, VIP Call Loyalty Reward
13394,High Value Customers,Low Risk,1,19,6622,1.10%, VIP Call Loyalty Reward
13230,High Value Customers,Low Risk,3,30,6361,27.30%, VIP Call Loyalty Reward
14534,High Value Customers,Low Risk,2,26,6271,1.10%, VIP Call Loyalty Reward
14907,High Value Customers,Low Risk,2,16,6166,1.10%, VIP Call Loyalty Reward
16954,High Value Customers,Low Risk,0,20,6082,1.10%, VIP Call Loyalty Reward
17644,High Value Customers,Low Risk,0,20,6029,1.10%, VIP Call Loyalty Reward
17491,High Value Customers,Low Risk,0,17,5981,1.10%, VIP Call Loyalty Reward
14189,High Value Customers,Low Risk,1,16,5814,1.10%, VIP Call Loyalty Reward
13769,High Value Customers,Low Risk,1,20,5800,1.10%, VIP Call Loyalty Reward
12615,High Value Customers,Low Risk,1,8,5741,1.10%, VIP Call Loyalty Reward
16458,High Value Customers,Low Risk,2,30,5715,1.10%, VIP Call Loyalty Reward
13870,High Value Customers,Low Risk,1,15,5712,1.10%, VIP Call Loyalty Reward
16200,High Value Customers,Low Risk,3,12,5643,21.20%, VIP Call Loyalty Reward
12347,High Value Customers,Low Risk,1,8,5633,1.10%, VIP Call Loyalty Reward
14572,High Value Customers,Low Risk,2,11,5615,1.10%, VIP Call Loyalty Reward
15898,High Value Customers,Low Risk,0,25,5596,1.10%, VIP Call Loyalty Reward
15854,High Value Customers,Low Risk,3,21,5584,21.20%, VIP Call Loyalty Reward
16393,High Value Customers,Low Risk,1,23,5562,1.10%, VIP Call Loyalty Reward
18198,High Value Customers,Low Risk,3,17,5426,21.20%, VIP Call Loyalty Reward
12362,High Value Customers,Low Risk,2,11,5356,1.10%, VIP Call Loyalty Reward
17346,High Value Customers,Low Risk,3,26,5323,27.30%, VIP Call Loyalty Reward
15443,High Value Customers,Low Risk,1,14,5176,1.10%, VIP Call Loyalty Reward
15796,High Value Customers,Low Risk,0,17,5176,1.10%, VIP Call Loyalty Reward
16904,High Value Customers,Low Risk,3,21,5132,21.20%, VIP Call Loyalty Reward
17861,High Value Customers,Low Risk,2,18,5128,1.10%, VIP Call Loyalty Reward
17449,High Value Customers,Low Risk,1,13,4951,1.10%, VIP Call Loyalty Reward
14825,High Value Customers,Low Risk,3,24,4925,24.60%, VIP Call Loyalty Reward
16143,High Value Customers,Low Risk,2,12,4911,1.10%, VIP Call Loyalty Reward
13021,High Value Customers,Low Risk,3,17,4887,21.20%, VIP Call Loyalty Reward
14032,High Value Customers,Low Risk,1,16,4850,1.10%, VIP Call Loyalty Reward
14191,High Value Customers,Low Risk,1,15,4818,1.10%, VIP Call Loyalty Reward
15187,High Value Customers,Low Risk,1,16,4777,1.10%, VIP Call Loyalty Reward
12955,High Value Customers,Low Risk,0,11,4757,1.10%, VIP Call Loyalty Reward
15484,High Value Customers,Low Risk,0,6,4656,1.20%, VIP Call Loyalty Reward
14441,High Value Customers,Low Risk,0,11,4612,1.10%, VIP Call Loyalty Reward
17754,High Value Customers,Low Risk,0,13,4578,1.10%, VIP Call Loyalty Reward
13510,High Value Customers,Low Risk,0,11,4558,1.10%, VIP Call Loyalty Reward
17412,High Value Customers,Low Risk,2,16,4418,1.10%, VIP Call Loyalty Reward
16626,High Value Customers,Low Risk,0,17,4413,1.10%, VIP Call Loyalty Reward
18272,High Value Customers,Low Risk,2,9,4386,1.10%, VIP Call Loyalty Reward
12935,High Value Customers,Low Risk,1,15,4244,1.10%, VIP Call Loyalty Reward
17728,High Value Customers,Low Risk,3,5,4239,20.40%, VIP Call Loyalty Reward
17673,High Value Customers,Low Risk,1,13,4234,1.10%, VIP Call Loyalty Reward
15804,High Value Customers,Low Risk,0,13,4206,1.10%, VIP Call Loyalty Reward
17218,High Value Customers,Low Risk,3,18,4193,21.20%, VIP Call Loyalty Reward
14868,High Value Customers,Low Risk,2,12,4184,1.10%, VIP Call Loyalty Reward
12569,High Value Customers,Low Risk,1,32,4125,1.10%, VIP Call Loyalty Reward
14547,High Value Customers,Low Risk,3,8,4008,20.90%, VIP Call Loyalty Reward
12358,High Value Customers,Low Risk,1,5,3887,1.20%, VIP Call Loyalty Reward
13305,High Value Customers,Low Risk,3,16,3755,22.90%, VIP Call Loyalty Reward
16539,High Value Customers,Low Risk,2,10,3732,1.30%, VIP Call Loyalty Reward
17528,High Value Customers,Low Risk,0,8,3628,1.30%, VIP Call Loyalty Reward
14653,High Value Customers,Low Risk,0,12,3615,1.30%, VIP Call Loyalty Reward
14132,High Value Customers,Low Risk,1,11,3586,1.30%, VIP Call Loyalty Reward
18219,High Value Customers,Low Risk,2,17,3563,1.00%, VIP Call Loyalty Reward
14737,High Value Customers,Low Risk,3,4,3554,21.00%, VIP Call Loyalty Reward
14503,High Value Customers,Low Risk,2,6,3543,1.10%, VIP Call Loyalty Reward
16360,High Value Customers,Low Risk,4,6,3513,25.90%, VIP Call Loyalty Reward
18044,High Value Customers,Low Risk,3,18,3506,14.50%, VIP Call Loyalty Reward
16271,High Value Customers,Low Risk,2,10,3463,1.00%, VIP Call Loyalty Reward
13536,High Value Customers,Low Risk,0,7,3448,0.90%, VIP Call Loyalty Reward
14217,High Value Customers,Low Risk,1,23,3417,1.00%, VIP Call Loyalty Reward
14673,High Value Customers,Low Risk,2,7,3411,0.90%, VIP Call Loyalty Reward
14608,High Value Customers,Low Risk,3,11,3353,18.50%, VIP Call Loyalty Reward
14293,High Value Customers,Low Risk,2,9,3268,1.00%, VIP Call Loyalty Reward
16933,High Value Customers,Low Risk,0,9,3181,1.00%, VIP Call Loyalty Reward
15031,High Value Customers,Low Risk,3,14,3157,18.50%, VIP Call Loyalty Reward
17090,High Value Customers,Low Risk,3,13,3149,18.50%, VIP Call Loyalty Reward
17530,High Value Customers,Low Risk,0,12,3142,1.00%, VIP Call Loyalty Reward
13685,High Value Customers,Low Risk,2,7,3119,0.90%, VIP Call Loyalty Reward
16678,High Value Customers,Low Risk,2,12,3110,1.00%, VIP Call Loyalty Reward
17870,High Value Customers,Low Risk,1,13,3108,1.00%, VIP Call Loyalty Reward
17884,High Value Customers,Low Risk,3,20,3073,18.50%, VIP Call Loyalty Reward
13077,High Value Customers,Low Risk,0,11,3065,1.00%, VIP Call Loyalty Reward
14456,High Value Customers,Low Risk,4,9,3062,28.70%, VIP Call Loyalty Reward
14621,High Value Customers,Low Risk,0,9,3001,1.00%, VIP Call Loyalty Reward
12826,High Value Customers,Low Risk,2,12,2956,1.00%, VIP Call Loyalty Reward
12877,High Value Customers,Low Risk,3,20,2955,18.50%, VIP Call Loyalty Reward
13890,High Value Customers,Low Risk,0,14,2927,1.00%, VIP Call Loyalty Reward
16358,High Value Customers,Low Risk,0,5,2920,1.20%, VIP Call Loyalty Reward
15392,High Value Customers,Low Risk,4,7,2912,26.50%, VIP Call Loyalty Reward
14251,High Value Customers,Low Risk,1,5,2880,1.20%, VIP Call Loyalty Reward
16711,High Value Customers,Low Risk,2,9,2868,1.00%, VIP Call Loyalty Reward
16979,High Value Customers,Low Risk,3,9,2860,18.50%, VIP Call Loyalty Reward
16817,High Value Customers,Low Risk,2,13,2805,1.00%, VIP Call Loyalty Reward
16764,High Value Customers,Low Risk,3,13,2799,18.50%, VIP Call Loyalty Reward
14121,High Value Customers,Low Risk,3,4,2780,26.20%, VIP Call Loyalty Reward
18210,High Value Customers,Low Risk,1,7,2769,0.90%, VIP Call Loyalty Reward
14696,High Value Customers,Low Risk,3,8,2768,18.30%, VIP Call Loyalty Reward
13736,High Value Customers,Low Risk,4,7,2766,28.90%, VIP Call Loyalty Reward
17676,High Value Customers,Low Risk,3,10,2766,20.40%, VIP Call Loyalty Reward
17490,High Value Customers,Low Risk,0,9,2750,1.20%, VIP Call Loyalty Reward
18283,High Value Customers,Low Risk,3,22,2737,28.00%, VIP Call Loyalty Reward
12820,High Value Customers,Low Risk,2,11,2690,1.20%, VIP Call Loyalty Reward
15910,High Value Customers,Low Risk,0,15,2682,1.20%, VIP Call Loyalty Reward
15157,High Value Customers,Low Risk,3,5,2654,23.40%, VIP Call Loyalty Reward
17744,High Value Customers,Low Risk,3,7,2649,18.60%, VIP Call Loyalty Reward
13173,High Value Customers,Low Risk,3,11,2639,20.40%, VIP Call Loyalty Reward
12423,High Value Customers,Low Risk,0,10,2622,1.20%, VIP Call Loyalty Reward
14397,High Value Customers,Low Risk,2,19,2613,1.20%, VIP Call Loyalty Reward
14129,High Value Customers,Low Risk,1,9,2591,1.20%, VIP Call Loyalty Reward
16987,High Value Customers,Low Risk,2,11,2536,1.20%, VIP Call Loyalty Reward
16016,High Value Customers,Low Risk,2,11,2534,1.20%, VIP Call Loyalty Reward
13471,High Value Customers,Low Risk,0,4,2532,1.80%, VIP Call Loyalty Reward
15932,High Value Customers,Low Risk,3,8,2496,20.10%, VIP Call Loyalty Reward
13507,High Value Customers,Low Risk,2,4,2479,1.80%, VIP Call Loyalty Reward
13949,High Value Customers,Low Risk,2,6,2427,1.30%, VIP Call Loyalty Reward
16833,High Value Customers,Low Risk,0,6,2409,1.30%, VIP Call Loyalty Reward
17434,High Value Customers,Low Risk,1,7,2374,1.00%, VIP Call Loyalty Reward
12584,High Value Customers,Low Risk,3,9,2338,20.40%, VIP Call Loyalty Reward
12724,High Value Customers,Low Risk,4,7,2318,28.90%, VIP Call Loyalty Reward
13994,High Value Customers,Low Risk,3,6,2313,22.80%, VIP Call Loyalty Reward
16076,High Value Customers,Low Risk,2,10,2235,1.20%, VIP Call Loyalty Reward
12783,High Value Customers,Low Risk,1,6,2226,1.30%, VIP Call Loyalty Reward
15550,High Value Customers,Low Risk,3,12,2219,20.40%, VIP Call Loyalty Reward
14708,High Value Customers,Low Risk,2,5,2212,1.40%, VIP Call Loyalty Reward
13755,High Value Customers,Low Risk,3,9,2161,20.40%, VIP Call Loyalty Reward
16379,High Value Customers,Low Risk,3,4,2157,28.60%, VIP Call Loyalty Reward
16600,High Value Customers,Low Risk,3,13,2153,20.40%, VIP Call Loyalty Reward
14216,High Value Customers,Low Risk,2,5,2150,1.40%, VIP Call Loyalty Reward
16201,High Value Customers,Low Risk,2,5,2112,1.40%, VIP Call Loyalty Reward
16794,High Value Customers,Low Risk,0,15,2091,1.20%, VIP Call Loyalty Reward
17705,High Value Customers,Low Risk,2,11,2084,1.20%, VIP Call Loyalty Reward
12518,High Value Customers,Low Risk,0,5,2057,1.40%, VIP Call Loyalty Reward
16891,High Value Customers,Low Risk,1,11,2057,1.20%, VIP Call Loyalty Reward
17666,High Value Customers,Low Risk,3,5,2048,23.40%, VIP Call Loyalty Reward
13630,High Value Customers,Low Risk,4,7,2032,28.90%, VIP Call Loyalty Reward
14730,High Value Customers,Low Risk,0,8,2005,1.10%, VIP Call Loyalty Reward
14794,High Value Customers,Low Risk,2,10,1954,1.20%, VIP Call Loyalty Reward
17554,High Value Customers,Low Risk,0,5,1952,1.40%, VIP Call Loyalty Reward
16426,High Value Customers,Low Risk,1,10,1908,1.20%, VIP Call Loyalty Reward
15822,High Value Customers,Low Risk,2,6,1840,1.30%, VIP Call Loyalty Reward
13924,High Value Customers,Low Risk,1,6,1839,1.30%, VIP Call Loyalty Reward
16620,High Value Customers,Low Risk,3,6,1759,22.80%, VIP Call Loyalty Reward
13026,High Value Customers,Low Risk,0,9,1733,1.20%, VIP Call Loyalty Reward
17451,High Value Customers,Low Risk,0,7,1721,1.00%, VIP Call Loyalty Reward
13104,High Value Customers,Low Risk,2,9,1709,1.00%, VIP Call Loyalty Reward
13417,High Value Customers,Low Risk,4,6,1669,26.30%, VIP Call Loyalty Reward
12912,High Value Customers,Low Risk,2,5,1662,1.30%, VIP Call Loyalty Reward
15214,High Value Customers,Low Risk,1,8,1661,1.00%, VIP Call Loyalty Reward
14904,High Value Customers,Low Risk,1,4,1641,1.60%, VIP Call Loyalty Reward
17006,High Value Customers,Low Risk,4,8,1636,23.30%, VIP Call Loyalty Reward
14719,High Value Customers,Low Risk,1,5,1602,1.30%, VIP Call Loyalty Reward
16790,High Value Customers,Low Risk,3,6,1546,18.60%, VIP Call Loyalty Reward
15701,High Value Customers,Low Risk,1,4,1542,1.60%, VIP Call Loyalty Reward
16910,High Value Customers,Low Risk,3,8,1510,16.30%, VIP Call Loyalty Reward
17290,High Value Customers,Low Risk,3,8,1501,16.30%, VIP Call Loyalty Reward
17590,High Value Customers,Low Risk,1,3,1479,1.70%, VIP Call Loyalty Reward
16569,High Value Customers,Low Risk,2,5,1455,1.10%, VIP Call Loyalty Reward
14071,High Value Customers,Low Risk,3,8,1439,16.30%, VIP Call Loyalty Reward
17856,High Value Customers,Low Risk,1,4,1418,1.60%, VIP Call Loyalty Reward
15237,High Value Customers,Low Risk,1,4,1412,1.60%, VIP Call Loyalty Reward
14083,High Value Customers,Low Risk,3,11,1407,14.00%, VIP Call Loyalty Reward
15453,High Value Customers,Low Risk,1,7,1388,0.80%, VIP Call Loyalty Reward
14102,High Value Customers,Low Risk,4,5,1360,25.90%, VIP Call Loyalty Reward
13743,High Value Customers,Low Risk,2,7,1342,0.80%, VIP Call Loyalty Reward
17097,High Value Customers,Low Risk,1,9,1340,0.70%, VIP Call Loyalty Reward
15525,High Value Customers,Low Risk,1,4,1296,1.60%, VIP Call Loyalty Reward
16929,High Value Customers,Low Risk,3,7,1295,15.00%, VIP Call Loyalty Reward
15621,High Value Customers,Low Risk,3,4,1293,26.10%, VIP Call Loyalty Reward
15136,High Value Customers,Low Risk,2,4,1287,1.60%, VIP Call Loyalty Reward
16949,High Value Customers,Low Risk,3,6,1286,18.60%, VIP Call Loyalty Reward
16688,High Value Customers,Low Risk,0,4,1261,1.60%, VIP Call Loyalty Reward
14871,High Value Customers,Low Risk,2,9,1259,0.70%, VIP Call Loyalty Reward
14931,High Value Customers,Low Risk,4,5,1258,25.90%, VIP Call Loyalty Reward
17481,High Value Customers,Low Risk,3,4,1256,26.10%, VIP Call Loyalty Reward
14698,High Value Customers,Low Risk,1,5,1251,1.10%, VIP Call Loyalty Reward
13860,High Value Customers,Low Risk,0,5,1246,1.10%, VIP Call Loyalty Reward
14446,High Value Customers,Low Risk,0,5,1241,1.10%, VIP Call Loyalty Reward
15145,High Value Customers,Low Risk,3,4,1195,20.30%, VIP Call Loyalty Reward
13882,High Value Customers,Low Risk,2,5,1191,1.10%, VIP Call Loyalty Reward
16989,High Value Customers,Low Risk,6,6,1133,29.00%, VIP Call Loyalty Reward
15969,High Value Customers,Low Risk,2,5,1127,1.10%, VIP Call Loyalty Reward
16642,High Value Customers,Low Risk,4,3,1077,25.30%, VIP Call Loyalty Reward
17522,High Value Customers,Low Risk,1,5,1071,1.00%, VIP Call Loyalty Reward
14204,High Value Customers,Low Risk,1,4,1063,1.40%, VIP Call Loyalty Reward
17042,High Value Customers,Low Risk,2,5,1044,1.00%, VIP Call Loyalty Reward
17405,High Value Customers,Low Risk,0,3,1031,1.40%, VIP Call Loyalty Reward
16682,High Value Customers,Low Risk,4,5,1028,17.20%, VIP Call Loyalty Reward
13956,High Value Customers,Low Risk,4,5,1026,17.20%, VIP Call Loyalty Reward
12828,High Value Customers,Low Risk,2,6,1019,0.90%, VIP Call Loyalty Reward
16535,High Value Customers,Low Risk,4,3,1002,19.20%, VIP Call Loyalty Reward
17631,High Value Customers,Low Risk,1,7,998,0.80%, VIP Call Loyalty Reward
17883,High Value Customers,Low Risk,2,7,996,0.90%, VIP Call Loyalty Reward
18237,High Value Customers,Low Risk,2,5,987,1.20%, VIP Call Loyalty Reward
17221,High Value Customers,Low Risk,6,5,979,24.80%, VIP Call Loyalty Reward
15208,High Value Customers,Low Risk,0,6,971,1.10%, VIP Call Loyalty Reward
15907,High Value Customers,Low Risk,3,3,967,16.80%, VIP Call Loyalty Reward
18154,High Value Customers,Low Risk,2,5,933,1.20%, VIP Call Loyalty Reward
14141,High Value Customers,Low Risk,2,4,915,1.30%, VIP Call Loyalty Reward
16442,High Value Customers,Low Risk,1,5,899,1.20%, VIP Call Loyalty Reward
15992,High Value Customers,Low Risk,3,3,897,16.80%, VIP Call Loyalty Reward
12680,High Value Customers,Low Risk,0,4,881,1.30%, VIP Call Loyalty Reward
16513,High Value Customers,Low Risk,4,4,875,19.30%, VIP Call Loyalty Reward
16500,High Value Customers,Low Risk,4,9,844,12.70%, VIP Call Loyalty Reward
17114,High Value Customers,Low Risk,5,8,809,21.10%, VIP Call Loyalty Reward
17817,High Value Customers,Low Risk,3,6,808,13.10%, VIP Call Loyalty Reward
13323,High Value Customers,Low Risk,2,5,788,2.00%, VIP Call Loyalty Reward
16892,High Value Customers,Low Risk,0,7,762,0.70%, VIP Call Loyalty Reward
17579,High Value Customers,Low Risk,4,4,753,13.90%, VIP Call Loyalty Reward
12723,High Value Customers,Low Risk,3,5,725,21.10%, VIP Call Loyalty Reward
16015,High Value Customers,Low Risk,3,3,705,11.00%, VIP Call Loyalty Reward
16495,High Value Customers,Low Risk,2,3,684,1.00%, VIP Call Loyalty Reward
16368,High Value Customers,Low Risk,1,3,640,1.00%, VIP Call Loyalty Reward
13558,High Value Customers,Low Risk,5,4,605,14.80%, VIP Call Loyalty Reward
14569,High Value Customers,Low Risk,0,4,599,0.60%, VIP Call Loyalty Reward
17436,High Value Customers,Low Risk,1,5,534,0.60%, VIP Call Loyalty Reward
17266,High Value Customers,Low Risk,1,5,518,0.60%, VIP Call Loyalty Reward
17988,High Value Customers,Low Risk,11,14,490,25.20%, VIP Call Loyalty Reward
17254,High Value Customers,Low Risk,4,3,471,10.80%, VIP Call Loyalty Reward
14910,High Value Customers,Low Risk,2,4,434,0.40%, VIP Call Loyalty Reward
16149,High Value Customers,Low Risk,4,3,422,7.60%, VIP Call Loyalty Reward
13079,High Value Customers,Low Risk,3,6,419,4.60%, VIP Call Loyalty Reward
17830,High Value Customers,Low Risk,1,3,399,0.50%, VIP Call Loyalty Reward
17736,High Value Customers,Low Risk,8,3,377,24.80%, VIP Call Loyalty Reward
18273,High Value Customers,Low Risk,1,4,357,0.40%, VIP Call Loyalty Reward
17835,High Value Customers,Low Risk,2,3,351,0.40%, VIP Call Loyalty Reward
16851,High Value Customers,Low Risk,3,3,342,5.00%, VIP Call Loyalty Reward
15060,High Value Customers,Low Risk,7,4,303,19.80%, VIP Call Loyalty Reward
17468,High Value Customers,Low Risk,9,3,195,28.80%, VIP Call Loyalty Reward
14865,High Value Customers,Low Risk,6,4,130,8.80%, VIP Call Loyalty Reward
16454,High Value Customers,Low Risk,44,4,31,13.90%, VIP Call Loyalty Reward
13694,High Value Customers,Medium Risk,3,143,196483,52.10%, Send Time-Limited Offer
16684,High Value Customers,Medium Risk,3,55,147143,55.60%, Send Time-Limited Offer
